id,bio,imag
سید مهدی حسینی بمی,"سید مهدی حسینی بمی، آهنگساز ایرانی، در سال 1358 در تهران متولد شد. او در زمینه آهنگسازی فعالیت می‌کند و از جمله آثارش می‌توان به «ورشان»، «سنگین سماع» و «سونات ترکمن» اشاره کرد. همچنین او «سمفونی مونودی» و «قطعه بلوچ» را خلق کرده است.
",['https://drive.google.com/uc?id=1zAZbbyq0xQ_RssWQLofENkOAwnTGIzbO']
ابراهیم شفیعی مهریار,"ابراهیم شفیعی مهریار، یک بازیگر و دوبلور ایرانی است که در سال 1354 در تبریز متولد شده است. او از سال 1369 تاکنون در این زمینه فعالیت کرده و از جمله آثار او می‌توان به «آناستازیا»، «دیو و دلبر» و «باب اسفنجی شلوارمکعبی» اشاره کرد.
",['https://drive.google.com/uc?id=1CDWrB5778eWvgLGrSpX6qxk0dKHdqivS']
ابوالحسن صدیقی,"ابوالحسن صدیقی هنرمند ایرانی‌ای است که در سال ۱۳۷۳ در تهران متولد شده و در سال ۱۳۷۴ درگذشته است. او در زمینه‌های نقاشی و مجسمه‌سازی فعالیت داشته است. از جمله آثار شاخص او می‌توان به تندیس فردوسی، تندیس خیام و تندیس نادرشاه افشار اشاره کرد.
",['https://drive.google.com/uc?id=19d1xjzDmNQDKbFboJoBNQyzmht4UqZUn']
شاپی خرسندی,"شاپی خرسندی، یک زن ایرانی، در سال 1352 در تهران متولد شد. او به عنوان یک کمدین استندآپ و بازیگر تلویزیون فعالیت می‌کند. از جمله کارهای برجسته او می‌توان به حضور در برنامه‌های «سریال» و «هزارتویسرا» اشاره کرد. او همچنین در سریال «مردان آفتاب» بازی کرده است. شاپی خرسندی در سال 1399 برندهٔ جایزهٔ بهترین بازیگر زن در جشنوارهٔ فیلم فجر شد. در حال حاضر، او به عنوان یک بازیگر و کمدین مشهور ایرانی فعالیت می‌کند.
",['https://drive.google.com/uc?id=1kt7uC8Na3oeHhwWUGDwuE7sGIHiMJQF8']
شوکت حجت,"شوکت حجت یک زن ایرانی است که در سال ۱۳۴۵ متولد شده است. وی در زمینه دوبلاژ، صداپیشگی و مدیریت دوبلاژ فعالیت دارد. از جمله آثار او می‌توان به «شنگول منگول»، «مثل‌نامه» و «کوچولوهای کنجکاو» اشاره کرد. حجت تاکنون در بسیاری از پروژه‌های دوبلاژ و صداپیشگی شرکت کرده است.
",['https://drive.google.com/uc?id=1g9zPultpBB0uFCcb_MgjJKGJ2xXSzX5y']
ابوالحسن صبا,"ابوالحسن صبا، موسیقی‌دان، نوازنده، آهنگساز و معلم موسیقی ایرانی بود که در سال ۱۲۸۱ در تهران متولد شد. او در دهه‌های ۱۳۰۰ و ۱۳۱۰ فعال بود و از جمله آثارش می‌توان به «زرد ملیجه»، «سه گاه با آواز ظلی» و «تکنوازی ابوعطا» اشاره کرد. ابوالحسن صبا در سال ۱۳۳۶ درگذشت.
","['https://drive.google.com/uc?id=1AK_kjIvc-nJQGKW1KKbTqz6Vr9n8pP8j', 'https://drive.google.com/uc?id=1OV0HqpRPxCQxl5R6UdTXc0674aiEaxGu']"
تورج مهرزادیان,"تورج مهرزادیان، یک دوبلور، بازیگر، مدیر دوبلاژ، مدرس گویندگی و کارگردان ایرانی است که در سال 1329 در تهران متولد شده است. وی در زمینه‌های مختلفی فعالیت داشته و از جمله افتخارات او می‌توان به آثارش در «دزدان دریایی کارائیب: نفرین مروارید سیاه»، «مرد عنکبوتی» و «جنگ ستارگان: قسمت اول – تهدید شبح» اشاره کرد. او همچنین در سریال‌های «تهاجم مخفی» و «مردگان متحرک» و فیلم‌های «کاپیتان مارول» و «انتقام‌جویان: جنگ ابدیت» نقش داشته است. مهرزادیان علاوه بر فعالیت هنری، به عنوان مدرس گویندگی نیز فعالیت کرده است.
",['https://drive.google.com/uc?id=10a8gS1v_RFTz_jRY7fHLvIyhJv7SBBqp']
امیرحسین غفارمنش,"امیرحسین غفارمنش، بازیگر و کارگردان ایرانی، در 6 بهمن 1347 در تهران متولد شد. او از سال 1367 تاکنون در این دو زمینه فعالیت کرده است. برخی از آثار او شامل تمساح خونی، شهر گربه‌ها، پیشونی سفید ۲ و پیشونی سفید ۳ است. غفارمنش در فیلم‌های بسیاری دیگر نیز ظاهر شده است.
",['https://drive.google.com/uc?id=1nQjCHRTtWt6Xetpe4r6ue32xAYJoKK4d']
سهیلا گلستانی,"سهیلا گلستانی، بازیگر، دوبلور، کارگردان و نویسندهٔ ایرانی است که در سال ۱۳۵۹ در تهران متولد شده است. او از سال ۱۳۸۰ تاکنون در این رشته‌ها فعالیت داشته است. برخی از آثار شاخص او شامل فیلم‌های «دو»، «دانه انجیر معابد» و «گرگ‌بازی» است. گلستانی همچنین در سریال‌های «باغ بلور» و «کیمیای مهر» ایفای نقش کرده است.
",['https://drive.google.com/uc?id=1juN0_iAWa3zQkjjXG4pc5finByLgU7hz']
محمود قنبری,"محمود قنبری، متولد ۱۳۲۱/۳/۱۳ در دامغان، فعالیت خود را در زمینه‌های دوبله، مدیریت دوبلاژ و نویسندگی از سال ۱۳۳۸ آغاز کرده است. قنبری تاکنون در بیش از ۵۰ فیلم و سریال به عنوان دوبلور، مدیر دوبلاژ یا نویسنده فعالیت کرده است. وی در این مدت در پروژه‌های مختلفی مانند «فرار از زندان»، «داستان سیاوش» و «جنگ ستارگان: تهدید شبح» مشارکت داشته است. قنبری همچنین در تولید فیلم‌های «عروس شاهزاده» و «هری پاتر» نقش داشته است. او در کنار فعالیت‌های هنری، در پروژه‌های تلویزیونی مانند «بازی تاج و تخت» نیز حضور داشته است.
",['https://drive.google.com/uc?id=1SPh9gTWJIVb4Gin1COCdLIy1Nx-LhkPv']
رسول ملاقلی‌پور,"رسول ملاقلی‌پور کارگردان، تهیه‌کننده و فیلم‌نامه‌نویس ایرانی است که در سال 1334 در اردبیل متولد شد و تا سال 1385 فعالیت داشت. او در این مدت به کارگردانی فیلم‌های «میم مثل مادر»، «مزرعه پدری» و «نسل سوخته» شناخته شده است. وی در سال 1385 درگذشت.
",['https://drive.google.com/uc?id=1G4CWvnSNG-WevNdR1WOQpxaaRHxJ33_B']
علیرضا مسعودی,"علیرضا مسعودی، بازیگر، کارگردان، فیلم‌نامه‌نویس و استندآپ کمدین ایرانی، در سال ۱۳۵۱ در مشهد متولد شد. او از سال ۱۳۷۴ تاکنون در این رشته فعالیت داشته است. از جمله آثار او می‌توان به «ارث بابام»، «اخرجی‌ها»، «شوخی ممنوع» و «کوکتل مولوتوف» اشاره کرد. مسعودی در سریال‌های «آقا و خانم سنگی» و «تنهایی لیلا» نیز حضور داشته است. او همچنین در برنامه‌های «مسابقه خنداننده برتر» و «خندوانه» شرکت کرده است. مسعودی در فیلم‌های «لیسانسه‌ها» و «بدل» نیز بازی کرده است. او در سال‌های اخیر در سریال‌های «آزادی مشروط» و «شام ایرانی» نیز بازی کرده است.
",['https://drive.google.com/uc?id=1gYYIJcnGuMQXfCXBp-feztjUVw2Wj8k5']
داوود نماینده,"داود نماینده یک مرد ایرانی است که در سال 1329 در تهران متولد شده است. از سال 1347 تاکنون در زمینه گویندگی، بازیگری و دوبله فعالیت داشته است. وی در این مدت در فیلم‌های «سیاره زمین» و «زیر پوست شهر» نقش داشته است.
",['https://drive.google.com/uc?id=15N_y9nFQdbtdFPoSSJVnLi4LiWojhARr']
صادق ماهرو,"صادق ماهرو یک هنرمند ایرانی است که در سال 1318 در تهران متولد شد و تا سال 1386 فعالیت هنری خود را ادامه داد. او در زمینه‌های صداپیشه، مدیر دوبلاژ و هنرپیشه فعالیت داشته است. از جمله آثار شاخص او می‌توان به فیلم‌های «گوریل انگوری»، «شیرعلی قصاب» و «قیصر» اشاره کرد. او در سال 1393 درگذشت.
",['https://drive.google.com/uc?id=1CuYQwCs_iWOjMZAiZVYaVIIyW3CeHbgW']
امیریل ارجمند,"امیریل ارجمند، بازیگر، خواننده و آهنگساز ایرانی، در سال ۱۳۵۳ در تهران متولد شد. وی در فیلم‌های «اخراجی‌ها ۲»، «شکارچی شنبه» و «بدون اجازه» به ایفای نقش پرداخته است. همچنین او در سریال‌های «ستایش» و «تابریز در مه» حضور داشته است. ارجمند علاوه بر فعالیت هنری، در زمینه موسیقی نیز فعالیت کرده و چندین آلبوم موسیقی منتشر کرده است. او در سال ۱۳۹۹ در سریال «دورهمی» به ایفای نقش پرداخته و در سال ۱۴۰۱ در سریال «هماهنگ» بازیگری را ادامه داده است.
",['https://drive.google.com/uc?id=1OAe5DBH0GjgfaxmYjT-mTpvgygGWQY-e']
میترا فراهانی,"میترا فراهانی، یک زن ایرانی، در سال ۱۳۵۴ در تهران متولد شده است. وی در زمینه‌های کارگردانی و نقاشی فعالیت دارد. از جمله آثار او می‌توان به «فقط یک زن»، «زهره و منوچهر» و «فی‌فی از خوشحالی زوزه می‌کشد» اشاره کرد.
",['https://drive.google.com/uc?id=1Lh_03Wat2mdEBdoiL1pv9ASFP67D_snL']
اصغر افضلی,"اصغر افضلی، صداپیشه و مدیر دوبلاژ ایرانی، در 10 آوریل 1317 در تهران متولد شد و تا 10 ژوئن 1392 زندگی کرد. وی از سال 1339 در این زمینه فعالیت می‌کرد و در فیلم‌های «پول را بردار و فرار کن»، «دیکتاتور بزرگ» و «دایره سرخ» نقش داشته است. او همچنین در سریال‌های «بامزی قوی‌ترین خرس دنیا»، «جادوگر شهر اوز»، «جنگ درندگان» (تبدیل شوندگان)، «باب اسفنجی»، «دایی جان ناپلئون» و «صبح جمعه با شما» ایفای نقش کرده است.
","['https://drive.google.com/uc?id=1iq2-eOagBTDPkN-Fyh3A3d-iTC4P_Nqg', 'https://drive.google.com/uc?id=1v0dy_2R_pfg2afqjod3U6SAoU_vWKWKi']"
