name,biography
لطف‌الله میثمی,"لطف‌الله میثمی، متولد چهارم مرداد ۱۳۳۸ در شهر اصفهان، استان اصفهان، به‌عنوان فعال سیاسی، مدیر مسئول و عضو شورای فعالان ملی مذهبی فعالیت می‌کرد. از آثار شاخص او می‌توان به ""نشریه چشم‌انداز ایران"" اشاره نمود."
اسفندیار رحیم مشایی,اسفندیار رحیم مشایی، متولد ۱۶ نوامبر ۱۹۶۰ در رامسر، مازندران، سیاستمدار، معاون رئیس‌جمهور، رئیس سازمان میراث فرهنگی، صنایع دستی و گردشگری، معاون اول رئیس‌جمهور، رئیس دفتر رئیس‌جمهور، رئیس سازمان فرهنگی هنری شهرداری تهران و مهندس است. او در دولت نهم معاون رئیس‌جمهور بود و در تیرماه ۱۳۸۸ معاون اول رئیس‌جمهور شد، اما پس از آن به حکم رهبر برکنار گردید و به عنوان رئیس دفتر رئیس‌جمهور منصوب شد. وی همچنین در طول جنگ ایران و عراق (۱۳۶۰-۱۳۶۳) در سپاه پاسداران انقلاب اسلامی فعالیت داشت. او از دوره جمهوری اسلامی ایران است.
شهیندخت مولاوردی,"شهیندخت مولاوردی، سیاستمدار، وکیل، محقق، فعال حقوق زنان، معاون ویژه رئیس جمهور در امور حقوق شهروندی و معاون امور زنان و خانواده رئیس جمهور، در سال ۱۳۴۴ (۱۹۶۵) در شهر خوی استان آذربایجان غربی متولد شد. از آثار وی می‌توان به ""دبیرکل انجمن حمایت از حقوق زنان""، ""رئیس کمیته حقوقی ائتلاف زنان مسلمان"" و ""همکار کمیسیون زنان جبهه مشارکت ایران اسلامی"" اشاره کرد. او از سال ۱۳۹۶ تا ۱۳۹۷ به عنوان دستیار ویژه رئیس جمهور در امور حقوق شهروندی فعال بود و در دولت یازدهم به عنوان معاون امور زنان و خانواده رئیس جمهور خدمت کرد."
بهزاد نبوی,"بهزاد نبوی، معروف به ""چریک پیر""، در ۲۹ سپتامبر ۱۹۴۱ در تهران متولد شد. او سیاستمدار و عضو سازمان مجاهدین انقلاب اسلامی است."
عبدالله نوری,عبدالله نوری، در سال ۱۹۵۰ در اصفهان به دنیا آمد. او روحانی، سیاستمدار و نماینده مجلس بود. وی نمایندگی اصفهان و تهران در مجلس شورای اسلامی، نمایندگی سید روح‌الله خمینی در جهاد سازندگی و سپاه پاسداران انقلاب اسلامی و نظارت بر انتخابات شورای عالی قضایی را در کارنامه دارد. عبدالله نوری از دوران جمهوری اسلامی ایران است.
سید ابوالحسن بنی‌صدر,"سید ابوالحسن بنی‌صدر، سیاستمدار، اقتصاددان، رئیس جمهور و روزنامه‌نگار، در ۲۲ مارس ۱۹۳۳ در همدان به دنیا آمد و در ۱۰ سپتامبر ۲۰۲۱ در منطقه ۱۳ پاریس درگذشت. او در دوران جمهوری اسلامی ایران فعالیت می‌کرد و از آثار او می‌توان به ""روزنامهٔ انقلاب اسلامی"" اشاره کرد. از رویدادهای مهم زندگی او می‌توان انقلاب ایران، جنگ ایران و عراق، انقلاب فرهنگی و استیضاح (۱۹۸۱) را نام برد."
محمّدرضا پهلوی,محمّدرضا پهلوی، شاه، در ۲۶ اکتبر ۱۹۱۹ در تهران به دنیا آمد و در ۲۷ ژوئیه ۱۹۸۰ در قاهره، استان قاهره درگذشت. آرامگاه او در مسجد رفاعی واقع شده است. دوره فعالیت او ۱۳۲۰-۱۳۵۷ بوده و انقلاب ۱۳۵۷ یکی از وقایع مهم مرتبط با اوست.
کریم بختیار سنجابی,کریم بختیار سنجابی، سیاستمدار، نماینده مجلس، استاد دانشگاه، وزیر فرهنگ و وزیر امور خارجه، در ۹ نوامبر ۱۹۰۵ در کرمانشاه به دنیا آمد و در ۷ آوریل ۱۹۹۵ در کاربوندیل، ایلینوی درگذشت. او نماینده مجلس شورای ملی، رهبر جبهه ملی ایران و رهبر حزب ایران بود. همچنین در دولت محمد مصدق وزیر فرهنگ و در دولت مهدی بازرگان وزیر امور خارجه بود. فعالیت‌های او در دوره‌های دودمان پهلوی و جمهوری اسلامی ایران بوده است.
فاطمه آلیا,فاطمه آلیا، متولد ۱ ژانویه ۱۹۵۶ در تهران، در دوره جمهوری اسلامی ایران فعالیت می‌کرد. او به عنوان نماینده مجلس، دانشمند سیاسی و مترجم انگلیسی شناخته می‌شد. او در جنگ ایران و عراق به عنوان کارگر امدادی داوطلب حضور داشت.
بهاءالدّین ادب,بهاءالدّین ادب، سیاستمدار و نماینده مجلس، در ۲۱ اوت ۱۹۴۵ در سنندج، کردستان به دنیا آمد و در ۱۶ اوت ۲۰۰۷ درگذشت. او نماینده دوره‌های پنجم و ششم مجلس شورای اسلامی بود و صلاحیت او برای انتخابات دورهٔ هفتم مجلس تأیید نشد.
رضا استادی مقدم تهرانی,رضا استادی مقدم تهرانی، در تاریخ ۲۹ سپتامبر ۱۹۳۷ در تهران متولد شد. او در زمینه‌های روحانی، سیاستمدار، نماینده مجلس خبرگان رهبری، عضو شورای نگهبان، سخنگوی شورای نگهبان، امام جمعه موقت قم، عضو شورای عالی مدیریت حوزهٔ علمیهٔ قم و عضو جامعهٔ مدرسین حوزهٔ علمیهٔ قم فعالیت می‌کرد. او نماینده دوره‌های سوم و چهارم مجلس خبرگان رهبری از استان تهران، عضو شورای نگهبان از مرداد سال ۱۳۷۸ تا مرداد ۱۳۸۷، سخنگوی شورای نگهبان از سال ۱۳۷۸ تا ۱۳۸۰ و امام جمعه موقت قم از فروردین ۱۳۸۵ تا فروردین ۱۳۹۲ بود.
میرزا حسن‌خان اسفندیاری,"میرزا حسن‌خان اسفندیاری، که با نام ""محتشم‌السلطنه"" نیز شناخته می‌شد، در سال ۱۸۵۷ در تهران به دنیا آمد و در سال ۱۹۴۷ در همین شهر درگذشت. او به عنوان سیاستمدار و دولتمرد فعالیت می‌کرد. از جمله اقدامات او می‌توان به انعقاد نخستین عهدنامه میان ایران و افغانستان، برپایی نخستین نمایشگاه کالاهای ایرانی، تأسیس نخستین مدرسه صنعتی، نهادن سنگ بنای بانک ملی و توسعه صنعت ابریشم در ایران اشاره کرد. او به دوران قاجار و پهلوی تعلق داشت."
محمّدرضا اسکندری,محمّدرضا اسکندری، در سال ۱۹۵۹ میلادی در اهواز، خوزستان به دنیا آمد. او سیاستمدار، مدیر اجرایی، وزیر جهاد کشاورزی، مدیرعامل سازمان اقتصادی کوثر و مدیرعامل منطقه آزاد تجاری-صنعتی اروند بوده است. از وقایع مهم زندگی وی می‌توان به انتصاب به عنوان مدیرعامل سازمان اقتصادی کوثر، مدیریت عامل منطقه آزاد تجاری-صنعتی اروند (۱۴۰۰-۱۴۰۱) و وزیر جهاد کشاورزی (۱۳۸۴-۱۳۸۸) اشاره کرد. او در دوران دولت نهم فعالیت داشته است.
لاله افتخاری,لاله افتخاری، در سال ۱۹۵۹ میلادی در شاهرود، سمنان به دنیا آمد. او به‌عنوان نماینده مجلس و دانشمند قرآنی فعالیت می‌کرد. در دوران مجلس شورای اسلامی، او در انتخابات مجلس دهم حضور داشت.
فتح‌الله خان اکبر,فتح‌الله خان اکبر، مشهور به سردار منصور، سپهدار اعظم و سپهدار رشتی، در سال ۱۲۵۷ خورشیدی (۱۸۷۸ میلادی) در شهر رشت، استان گیلان به دنیا آمد و در سال ۱۳۲۵ خورشیدی (۱۹۴۷ میلادی) در شهر تهران، استان تهران درگذشت. او در دوران مشروطه فعالیت می‌کرد و به‌عنوان نماینده مجلس، وزیر و نخست‌وزیر ایفای نقش داشت. کودتای ۳ اسفند ۱۲۹۹ یکی از رویدادهای مهم دوران فعالیت او بود.
محمد امیر,محمد امیر، سیاستمدار و نماینده مجلس، در ۲۲ می ۱۹۷۹ در اهواز، خوزستان به دنیا آمد. او در دوره دهم مجلس با کسب ۴۳ هزار رای و در دوره دوازدهم مجلس با کسب ۷۸ هزار رای انتخاب شد. دوران فعالیت او به مجلس شورای اسلامی تعلق دارد.
کامران باقری لنکرانی,"کامران باقری لنکرانی، پزشک و سیاستمدار، در سال ۱۹۶۵ در تهران به دنیا آمد. او در دولت نهم فعالیت می‌کرد و از آثار او می‌توان به ""وزیر بهداشت، درمان و آموزش پزشکی"" اشاره کرد. وی عضو جبهه پایداری و عضو هیئت مؤسس و هیئت امنای بنیاد فرهیختگان ایران است."
