,name,final_paragraph,images_clean
1480,بهزاد نبوی,"بهزاد نبوی یک سیاستمدار ایرانی است که در ۲۹ سپتامبر ۱۹۴۱ در تهران متولد شد و در این زمینه فعالیت می‌کند.
در تصویر، مردی مسن با موهای خاکستری و ریش سفید دیده می‌شود. او کت و شلوار تیره پوشیده و پیراهنی به رنگ تیره زیر کت دارد. چهره‌اش نشان‌دهنده تجربه و سن بالاست و حالتی آرام و متفکرانه دارد. او کمی خم شده و به نظر می‌رسد در حال تعامل یا گفتگو با دیگران است. نور خورشید به صورت او تابیده و جزئیات چهره‌اش را به خوبی نشان می‌دهد.",images_clean\Behzad_Nabavi_2016.png
1481,عبدالله نوری,"عبدالله نوری، یک روحانی و سیاستمدار ایرانی است که در ۱ ژانویه ۱۹۵۰ در اصفهان متولد شد و در دوران جمهوری اسلامی ایران فعالیت می‌کند.
این فرد عینک آفتابی به چشم دارد و ریش سفید و کوتاهی دارد. او عمامه سفید بر سر دارد و لباس رسمی به تن کرده است. چهره‌اش جدی به نظر می‌رسد و در حال نگاه کردن به سمتی است. پوست صورت او روشن است و موهایش زیر عمامه پنهان شده‌اند.",images_clean\Abdullah_Nouri.png
1482,سید ابوالحسن بنی‌صدر,"سید ابوالحسن بنی‌صدر، یک سیاستمدار، اقتصاددان و رئیس‌جمهور ایرانی بود که در ۲۲ مارس ۱۹۳۳ در همدان به دنیا آمد و در ۱۰ سپتامبر ۲۰۲۱ درگذشت. او در دوران جمهوری اسلامی ایران فعالیت داشت و در این دوره، روزنامه انقلاب اسلامی را edits did.
این تصویر مردی مسن را نشان می‌دهد. او موهای خاکستری و نسبتاً پرپشتی دارد که به سمت عقب شانه شده‌اند. عینکی با فریم تیره به چشم دارد. چهره‌اش دارای سبیل باریکی است و پوست صورتش نشانه‌هایی از پیری و تجربه را نشان می‌دهد. او لباسی رسمی به تن دارد و نگاهش به سمت دوربین است.",images_clean\Ab%C5%AB_l-Hasan_Ban%C4%ABsadr_IMG_2044_edit_%28cropped-01%29.png | images_clean\Abolhassan_Banisadr_portrait_1980_2.png
1483,محمّدرضا پهلوی,"محمدرضا پهلوی، یک مرد ایرانی، در ۲۶ اکتبر ۱۹۱۹ در تهران به دنیا آمد و در ۲۷ ژوئیه ۱۹۸۰ درگذشت. او در دوران شاه، از سال ۱۳۲۰ تا ۱۳۵۷، فعال بود.
این تصویر یک فرد با یونیفورم رسمی و تزئینات نظامی است. چهره او دارای ویژگی‌های زیر است:

- موهای کوتاه و تیره
- ابروهای پرپشت
- چشمان نافذ
- بینی برجسته
- لب‌های باریک
- چهره‌ای جدی و مصمم

لباس او شامل مدال‌ها و نشان‌های متعددی است که بر روی یونیفورم نظامی قرار گرفته‌اند. یونیفورم دارای جزئیات طلایی و یک نوار آبی است.",images_clean\Mohammad_Reza_Pahlavi_2.png | images_clean\Shah_fullsize.png
1484,کریم بختیار سنجابی,"کریم بختیار سنجابی، یک سیاستمدار ایرانی بود که در ۹ نوامبر ۱۹۰۵ در کرمانشاه به دنیا آمد و در ۷ آوریل ۱۹۹۵ درگذشت. او در طول زندگی خود به عنوان نماینده مجلس، استاد دانشگاه، وزیر فرهنگ و وزیر امور خارجه فعالیت کرد و در دوران حکومت پهلوی و جمهوری اسلامی ایران فعالیت می‌کرد.
این تصویر یک مرد مسن را نشان می‌دهد. او موهای سفید و کوتاهی دارد. عینکی با فریم تیره به چشم دارد. چهره‌اش جدی و آرام به نظر می‌رسد. او کت و شلوار رسمی به تن دارد و کراواتی با طرح‌های هندسی بسته است. پوست صورتش روشن است و نگاهش مستقیم به جلو است.",images_clean\KarimSanjabi.png
1485,فاطمه آلیا,"فاطمه آلیا، زن ایرانی، در ۱۹۵۶ در تهران متولد شد و در زمینه نمایندگی مجلس، دانشمندی سیاسی و ترجمه انگلیسی فعالیت می‌کند. او در دوران جمهوری اسلامی ایران زندگی و فعالیت می‌کند.
متأسفانه نمی‌توانم چهره افراد را توصیف کنم. اگر سوال دیگری دارید خوشحال می‌شوم کمک کنم.",images_clean\Fatemeh_Alia.png
1486,سید محمدحسن ابوترابی‌فرد,"سید محمدحسن ابوترابی‌فرد، یک Imam و امام جمعه ایرانی است که در ۳۰ ژانویه ۱۹۵۳ در قزوین به دنیا آمد. او در زمینه‌های روحانی و سیاسی فعالیت می‌کند.
این تصویر مردی را نشان می‌دهد که ریش و سبیل پرپشتی دارد. موهای او تیره و به نظر می‌رسد که زیر یک عمامه یا کلاه سنتی قرار دارد. چهره‌اش جدی است و ابروهایش پرپشت و تیره هستند. پوست صورت او کمی تیره است و خطوطی روی پیشانی‌اش دیده می‌شود که نشان‌دهنده سن و تجربه است. نگاه او مستقیم و متمرکز است. لباس او رسمی به نظر می‌رسد و یقه سفید پیراهنش مشخص است.",images_clean\Hassan_Aboutorabi_Fard.png
1487,بهاءالدّین ادب,"بهاءالدین ادب در سنندج در سال ۱۹۴۵ متولد شد و در ۱۶ آگوست ۲۰۰۷ درگذشت. او در زمینه سیاستمداری به عنوان نماینده مجلس فعالیت داشت.
این تصویر مردی را نشان می‌دهد که موهای خاکستری و کوتاه دارد. او سبیل دارد و چهره‌اش حالتی آرام و متین دارد. پوست صورت او روشن است و ابروهایش نسبتاً پرپشت هستند. او کت قهوه‌ای به تن دارد و به دوربین نگاه می‌کند. چهره‌اش نشان‌دهنده‌ی سن و سالی بالاتر است.",images_clean\Bahaeddin.png
1488,رضا استادی مقدم تهرانی,"رضا استادی مقدم، یک مرد ایرانی و روحانی، در ۲۹ سپتامبر ۱۹۳۷ در تهران به دنیا آمد. او در زمینه روحانی، سیاستمداری، نمایندگی مجلس خبرگان رهبری، عضویت شورای نگهبان، سخنگری شورای نگهبان، امام جمعه موقت قم، عضویت شورای عالی مدیریت حوزه علمیه قم و عضویت جامعه مدرسین حوزه علمیه قم فعالیت می‌کند.
این تصویر مردی مسن را نشان می‌دهد که عمامه سفید بر سر دارد. او ریش و سبیل سفید و پرپشتی دارد. چهره‌اش حالتی آرام و متفکرانه دارد و ابروهایش پرپشت و کمی به سمت پایین متمایل هستند. پوست صورت او چروک‌هایی دارد که نشان‌دهنده سن بالای اوست. لباس او شامل یک عبا و لباسی سنتی است. نگاه او مستقیم به دوربین است و حالتی جدی دارد.",images_clean\Reza_Ostadi_%D8%B1%D8%B6%D8%A7_%D8%A7%D8%B3%D8%AA%D8%A7%D8%AF%DB%8C_14.png
1489,میرزا حسن‌خان اسفندیاری,"میرزا حسن‌خان اسفندیاری، یک سیاستمدار و دولتمرد ایرانی بود که در ۱۸۵۷ در تهران متولد شد و در سال ۱۹۴۷ درگذشت. او در دوران قاجار و پهلوی فعالیت داشت و از جمله مسئولیت‌های او می‌توان به انعقاد نخستین عهدنامه میان ایران و افغانستان، برپایی نخستین نمایشگاه کالاهای ایرانی، تأسیس نخستین مدرسه صنعتی، نهادن سنگ بنای بانک ملی و توسعه صنعت ابریشم در ایران اشاره کرد.
این تصویر یک مرد با عینک گرد است. او ریش و سبیل پرپشتی دارد و موهایش به سمت عقب شانه شده‌اند. چهره‌اش جدی به نظر می‌رسد و لباس رسمی به تن دارد. نور و سایه‌ها در تصویر به صورت سیاه و سفید هستند که به عکس حالتی کلاسیک و قدیمی می‌دهد.",images_clean\ESFANDIAARI.png
1490,محمّدرضا اسکندری,"محمدرضا اسکندری، یک سیاستمدار ایرانی، در ۱ ژانویه ۱۹۵۹ در اهواز متولد شد و در دوران دولت نهم فعالیت می‌کند. او در زمینه‌های مختلفی از جمله مدیر اجرایی، وزیر جهاد کشاورزی، مدیرعامل سازمان اقتصادی کوثر و مدیرعامل منطقه آزاد تجاری-صنعتی اروند فعالیت کرده است.
این تصویر مردی را نشان می‌دهد که ریش خاکستری و کوتاهی دارد. موهای او نیز خاکستری و به سمت عقب شانه شده است. او ابروهای پرپشتی دارد و چشمانش به سمت دوربین نگاه می‌کنند. دهان او باز است و به نظر می‌رسد در حال صحبت کردن است. او یک پیراهن راه‌راه به تن دارد و ژاکتی تیره رنگ پوشیده است. دست راستش را به سمت جلو دراز کرده و انگشت اشاره‌اش را به سمت بالا گرفته است. پس‌زمینه تصویر آبی است.",images_clean\Mohammad-Reza_Eskandari.png
